NORMALIZED_LAT,NORMALIZED_LONG,Tester, Location_ID,Census 2010 Designation, Date, Time, Provider, Operator, Network,Round6_Coverage, Latitude, Longitude, Device ID, Client Type, ePktMin, ePktMax, ePktAvg, ePktLoss, wPktMin, wPktMax, wPktAvg, wPktLoss, wUDP Jitter1, wUDP Loss1, wUDP Period1, wUDP Jitter2, wUDP Loss2, wUDP Period2, wUDP Jitter3, wUDP Loss3, wUDP Period3, eUDP Jitter1, eUDP Loss1, eUDP Period1, eUDP Jitter2, eUDP Loss2, eUDP Period2, eUDP Jitter3, eUDP Loss3, eUDP Period3, wUDP Jitter4, wUDP Loss4, wUDP Period4, eUDP Jitter4, eUDP Loss4, eUDP Period4,wTCP_UP1, wTCP_DOWN1, eTCP_UP1, eTCP_DOWN1, wTCP_UP2, wTCP_DOWN2, eTCP_UP2, eTCP_DOWN2
37.1667345,-119.7489,Tester 2,1574,Rural, 10/08/2012, 15:04:43,Sprint, , UNKNOWN,In,37.1667105,-119.7488844, A100001BAA3D70, Phone,151.673,405.212,204.504,0,133.789,222.26,159.957,0,11.678,0,1,19.395,0,1,13.309,0,1,16.741,0,1,20.99,2,1,13.344,2,1,14.807,0,5,20.431,0.4,5,812,1061,670,907,778,1122,780,1094
37.1667345,-119.7489,Tester 2,1574,Rural, 10/08/2012, 15:15:07,T-Mobile, , NA,Out,37.16671,-119.748937, WBBDTest2, Netbook,257,2315,753,40,196,1146,528,20,54.94,0,1,20.682,0,1,11.56,0,1,25.824,0,1,27.783,0,1,21.733,0,1,18.472,0,5,13.11,0,5,116.6,0,70.7,0,151.1,25.6,119.6,0
37.1667345,-119.7489,Tester 2,1574,Rural, 10/08/2012, 15:05:30,T-Mobile, , UNKNOWN,Out,37.16671,-119.748937,359605043237521, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.1667345,-119.7489,Tester 2,1574,Rural, 10/08/2012, 15:10:13,Verizon, , NA,In,37.16671,-119.748937, WBBDTest2, Netbook,205,313,228,0,82,114,95,0,16.682,0,1,16.677,0,1,23.702,0,1,18.731,0,1,23.062,0,1,21.051,0,1,17.278,0,5,18.142,0,5,1029,1910,1025,2184,991,2142,1035,2077
37.1667345,-119.7489,Tester 2,1574,Rural, 10/08/2012, 15:04:45,Verizon, Searching, UNKNOWN,In,37.16671,-119.748937,99000024385535, Phone,209.703,408.772,243.488,0,86.924,324.089,123.042,0,10.498,0,1,8.634,0,1,15.649,0,1,15.264,0,1,16.085,0,1,15.554,0,1,12.192,0,5,19.218,0,5,1245,1990,1081,1806,1395,2243,1219,1766
39.0064225,-121.0129,Tester 1,1575,Urban, 10/08/2012, 13:17:40,AT&T, , NA,In,39.00621,-121.01304, WBBDTest11, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.0064225,-121.0129,Tester 1,1575,Urban, 10/08/2012, 13:04:24,AT&T, , UNKNOWN,In,39.00621,-121.01304,359691045811109, Phone, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,5, NA, NA,5, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1
39.0064225,-121.0129,Tester 1,1575,Urban, 10/08/2012, 13:18:52,Sprint, , NA,Out,39.006303,-121.013075, WBBDTest11, Netbook,860,3756,1882,70,712,3564,2142,50,802.586,84,1,250.261,3.9,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,5, NA, NA,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
39.0064225,-121.0129,Tester 1,1575,Urban, 10/08/2012, 13:01:58,Sprint, , 1xRTT,Out,39.00621,-121.01304, A100001BAA3FC9, Phone,394.409,3540.1,1755.111,0,663.299,3353.241,1674.207,10,71.988,0,1,21.777,0,1,28.858,2,1,74.869,0,1,67.795,0,1,56.187,0,1,238.975,35,5,158.767,36,5,181.3,35.7,113.3,60,106.3,48.6,100.4,26.4
39.0064225,-121.0129,Tester 1,1575,Urban, 10/08/2012, 13:38:11,T-Mobile, , NA,Out,39.006247,-121.01308, WBBDTest11, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.0064225,-121.0129,Tester 1,1575,Urban, 10/08/2012, 13:03:19,T-Mobile, , UNKNOWN,Out,39.00621,-121.01304,359605043237836, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.0064225,-121.0129,Tester 1,1575,Urban, 10/08/2012, 13:01:41,Verizon, , NA,In,39.006123,-121.013075, WBBDTest11, Netbook,1556,3092,2452,60,90,201,116,0,117.505,0,1,52.371,0,1,23.708,0,1,56.71,0,1,124.158,0,1,150.981,0,1,212.002,37,5,186.227,42,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
39.0064225,-121.0129,Tester 1,1575,Urban, 10/08/2012, 13:15:40,Verizon, Searching, UNKNOWN,In,39.006215,-121.013172,99000024385562, Phone,181.627,522.999,278.599,0,76.959,167.604,116.358,0,12.02,0,1,9.899,0,1,11.429,0,1,16.299,0,1,12.493,0,1,17.087,0,1,13.268,0,5,14.702,0,5,170.1,108.1,167.4,82.4,217.5,155.3,271.9,220.8
39.014187,-120.8441,Tester 1,1576,Rural, 10/08/2012, 11:49:27,AT&T, , NA,In,39.014187,-120.843988, WBBDTest11, Netbook,146,163,157,0,79,91,84,0,15.413,0,1,15.651,0,1,11.217,0,1,8.388,2,1,6.041,0,1,11.265,2,1,7.689,0,5,10.77,0,5,1289,1699,1248,1641,1272,1348,1262,1747
39.014187,-120.8441,Tester 1,1576,Rural, 10/08/2012, 11:50:13,AT&T, AT&T, HSPAP,In,39.014187,-120.843988,359691045811109, Phone,151.229,252.19,186.531,0,70.166,147.414,102.136,0,10.552,0,1,8.319,0,1,7.16,0,1,4.335,0,1,3.894,0,1,14.816,0,1,12.71,0,5,9.752,0,5,1219,4183,1210,3831,1182,4233,1201,3996
39.014187,-120.8441,Tester 1,1576,Rural, 10/08/2012, 11:37:01,Sprint, , NA,Out,39.014065,-120.843888, WBBDTest11, Netbook,405,491,427,0,423,492,436,0,19.993,0,1,61.232,0,1,18.721,0,1,21.879,0,1,20.16,0,1,22.621,0,1,14.474,0,5,16.703,0,5,248.3,115.2,286.9,84.3,274.7,131.2,273.6,102.3
39.014187,-120.8441,Tester 1,1576,Rural, 10/08/2012, 11:45:52,Sprint, , 1xRTT,Out,39.01387811,-120.8437675, A100001BAA3FC9, Phone,502.869,608.246,539.682,0, NA, NA, NA,1,4.524,96,1,38.477,0,1,71.99,0,1,16.176,0,1,106.399,0,1,22.432,0,1,35.391,20,5,45.161,0,5,181.8,92.5,177,44.7,125.4,47.7, timeout, timeout
39.014187,-120.8441,Tester 1,1576,Rural, 10/08/2012, 11:46:06,T-Mobile, , NA,Out,39.014092,-120.843965, WBBDTest11, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.014187,-120.8441,Tester 1,1576,Rural, 10/08/2012, 11:37:35,T-Mobile, , UNKNOWN,Out,39.014187,-120.843988,359605043237836, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.014187,-120.8441,Tester 1,1576,Rural, 10/08/2012, 11:53:31,Verizon, , NA,In,39.014308,-120.844135, WBBDTest11, Netbook,186,2798,1074,0,81,3845,933,10,18.214,0,1,28.088,0,1,14.576,0,1,15.551,0,1,13.598,0,1,12.306,0,1,17.107,0,5,12.831,0,5, timeout, timeout, timeout, timeout, timeout, timeout,72.8,216.2
39.014187,-120.8441,Tester 1,1576,Rural, 10/08/2012, 11:36:15,Verizon, Verizon, EHRPD,In,39.014187,-120.843988,99000024385562, Phone,183.205,581.865,294.049,0,102.564,616.37,205.784,20,136.901,0,1,63.096,27,1,9.389,0,1,26.401,0,1,8.782,0,1,11.939,0,1,9.964,0,5,13.481,0,5,157.5,61.4,330.2,76.7,174.9,113.6,147.9,90.9
39.6598504,-121.3348,Tester 1,1577,Rural, 10/11/2012, 09:23:21,AT&T, , NA,In,39.659822,-121.334715, WBBDTest11, Netbook,2172,2172,2172,90, NA, NA, NA,100, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,5, NA, NA,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
39.6598504,-121.3348,Tester 1,1577,Rural, 10/11/2012, 09:05:08,AT&T, AT&T, EDGE,In,39.659822,-121.334715,359691045811109, Phone,143.049,700.718,324.611,0,67.724,142.316,98.94,0,12.941,2,1,16.824,0,1,11.618,0,1,14.711,0,1,20.5,3.9,1,15.771,0,1,9.244,0,5,14.99,0,5,248.1,246.6,196.4,346,166.3,329.8,255.8,526
39.6598504,-121.3348,Tester 1,1577,Rural, 10/11/2012, 09:12:20,Sprint, , NA,Out,39.659883,-121.334843, WBBDTest11, Netbook,410,2319,614,0,423,441,429,0,20.138,0,1,20.846,0,1,19.665,0,1,22.922,0,1,25.04,0,1,23.255,0,1,20.269,0,5,24.903,0,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
39.6598504,-121.3348,Tester 1,1577,Rural, 10/11/2012, 09:03:49,Sprint, , 1xRTT,Out,39.659822,-121.334715, A100001BAA3FC9, Phone,609.375,653.076,620.19,0,472.9,804.871,538.699,10,16.859,0,1,14.168,0,1,15.932,0,1,18.746,0,1,20.875,0,1,20.709,0,1,16.376,0,5,20.561,0,5,206.8,96.9,215.2,112.2,141.7,82.6,191,104.5
39.6598504,-121.3348,Tester 1,1577,Rural, 10/11/2012, 09:10:19,T-Mobile, , NA,Out,39.659838,-121.334838, WBBDTest11, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.6598504,-121.3348,Tester 1,1577,Rural, 10/11/2012, 09:04:41,T-Mobile, , UNKNOWN,Out,39.659822,-121.334715,359605043237836, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.6598504,-121.3348,Tester 1,1577,Rural, 10/11/2012, 09:03:44,Verizon, , NA,In,39.65981,-121.33463, WBBDTest11, Netbook,135,360,169,0,64,202,97,0,8.089,0,1,15.225,0,1,10.029,0,1,16.449,0,1,16.208,0,1,12.283,0,1,13.17,0,5,16.816,0,5,180.1,418.9,196,332.2,264.8,573,226.4,385.5
39.6598504,-121.3348,Tester 1,1577,Rural, 10/11/2012, 09:10:25,Verizon, , UNKNOWN,In,39.659822,-121.334715,99000024385562, Phone,153.092,229.145,175.046,0,80.805,1281.892,233.131,0,10.326,0,1,10.308,0,1,10.969,0,1,15.069,0,1,10.889,0,1,9.775,0,1,13.047,0,5,17.34,0,5,798.3,736,842,927,868,891,812,741
40.34291725,-123.4085,Tester 4,1578,Rural, 09/28/2012, 15:12:15,AT&T, , NA,Out,40.343403,-123.408673, WBBDTest4, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
40.34291725,-123.4085,Tester 4,1578,Rural, 09/28/2012, 15:10:14,AT&T, , UNKNOWN,Out,40.34336801,-123.4087244,359691045708222, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
40.34291725,-123.4085,Tester 4,1578,Rural, 09/28/2012, 15:15:41,Sprint, , NA,Out,40.34338,-123.408738, WBBDTest4, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
40.34291725,-123.4085,Tester 4,1578,Rural, 09/28/2012, 15:09:21,Sprint, Sprint, EVDO,Out,0,0, A100001BAA3FB8, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
40.34291725,-123.4085,Tester 4,1578,Rural, 09/28/2012, 15:13:14,T-Mobile, , NA,Out,40.343422,-123.408678, WBBDTest4, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
40.34291725,-123.4085,Tester 4,1578,Rural, 09/28/2012, 15:09:19,T-Mobile, T-Mobile, EDGE,Out,0,0,359605043236952, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
40.34291725,-123.4085,Tester 4,1578,Rural, 09/28/2012, 15:18:00,Verizon, , NA,In,40.343465,-123.408752, WBBDTest4, Netbook,213,1192,362,0,99,482,226,0,7.706,0,1,11.778,0,1,12.26,0,1,14.371,0,1,14.782,0,1,11.808,0,1,10.176,0,5,11.731,0,5,271.1,260.6,322.5,224.5,447.4,237.9,388.3,326.5
40.34291725,-123.4085,Tester 4,1578,Rural, 09/28/2012, 15:09:09,Verizon, Verizon, EHRPD,In,0,0,99000024389642, Phone,315.487,1714.264,590.446,0,97.985,162.901,120.094,0,10.993,0,1,12.075,0,1,21.229,0,1,27.868,0,1,17.088,0,1,18.324,0,1,17.722,0,5, NA, NA,5,151.3,32.8,151.1,64.7,231.1,54.6,180.7,63.4
38.16021925,-121.6924,Tester 2,1579,Urban, 09/25/2012, 17:21:34,AT&T, , NA,In,38.160237,-121.692412, WBBDTest2, Netbook,142,194,160,0,70,139,84,0,12.614,0,1,9.783,0,1,13.09,3.9,1,13.902,0,1,12.224,0,1,12.961,2,1,10.511,0,5,11.185,0,5,996,2033,1047,1370,1168,2183,1101,1496
38.16021925,-121.6924,Tester 2,1579,Urban, 09/25/2012, 16:59:21,AT&T, AT&T, UMTS,In,38.160237,-121.692412,359691045706598, Phone,141.065,214.162,175.504,0,85.67,419.014,154.817,0,10.157,0,1,7.016,0,1,8.489,2,1,17.592,0,1,17.557,0,1,13.233,0,1,11.389,0,5,16.611,0,5,1062,932,1204,822,1153,796,1190,716
38.16021925,-121.6924,Tester 2,1579,Urban, 09/25/2012, 17:14:36,Sprint, , NA,In,38.160205,-121.69241, WBBDTest2, Netbook,151,1331,328,0,87,211,137,0,13.331,0,1,12.83,0,1,23.769,0,1,11.116,0,1,13.18,0,1,16.223,0,1,10.942,0,5,20.177,0.4,5,397.9,399.5,349.3,354.8,335.3,357.1,293,164.7
38.16021925,-121.6924,Tester 2,1579,Urban, 09/25/2012, 16:59:46,Sprint, Sprint, EVDO,In,38.160237,-121.692412, A100001BAA3D70, Phone,227.844,313.659,263.842,0,134.735,182.526,161.492,0,17.013,0,1,9.897,0,1,17.633,0,1,21.926,0,1,20.24,0,1,18.925,0,1,20.36,0,5,15.396,0,5,323.8,665,445,377.2,286.3,1030,370.8,976
38.16021925,-121.6924,Tester 2,1579,Urban, 09/25/2012, 17:08:28,T-Mobile, , NA,In,38.160218,-121.692383, WBBDTest2, Netbook,147,1618,396,0,68,1496,323,0,17.939,0,1,15.012,0,1,6.503,0,1,3.994,0,1,6.246,0,1,7.842,0,1,6.19,0,5,4.415,0,5,785,109.5,727,151.3,728.8,224.5,709,392.1
38.16021925,-121.6924,Tester 2,1579,Urban, 09/25/2012, 16:59:48,T-Mobile, T-Mobile, HSPA,In,38.160237,-121.692412,359605043237521, Phone,172.913,1427.064,483.392,0,100.799,1742.737,450.244,0,16.246,0,1,7.035,2,1,9.864,0,1,11.673,0,1,14.732,0,1,13.048,0,1,8.552,0.4,5,16.479,0,5,798,264.9,628,217.7,557,243.4,578,307.8
38.16021925,-121.6924,Tester 2,1579,Urban, 09/25/2012, 17:03:22,Verizon, , NA,In,38.160225,-121.692393, WBBDTest2, Netbook,290,659,463,0,102,536,423,0,12.087,0,1,11.215,0,1,12.849,0,1,12.679,0,1,12.452,0,1,10.127,0,1,18.693,0,5,17.618,0,5,876,796,924,749,466,893,790,697
38.16021925,-121.6924,Tester 2,1579,Urban, 09/25/2012, 16:59:40,Verizon, Verizon, LTE,In,38.160237,-121.692412,99000024385535, Phone,421.368,467.539,444.453,80,97.965,357.482,246.258,0,15.621,0,1,13.151,0,1,12.87,0,1,11.169,0,1,19.433,0,1,14.737,0,1,13.323,0,5,19.893,0,5,977,161.4,893,394.5,465,536,809,825
39.0219285,-122.6876,Tester 1,1580,Urban, 09/27/2012, 13:24:45,AT&T, , NA,In,39.021842,-122.68768, WBBDTest11, Netbook,135,228,158,0,59,102,79,0,10.123,0,1,10.531,0,1,9.2,0,1,13.917,0,1,9.464,3.9,1,14.387,0,1,12.041,0,5,9.772,0.4,5,1294,6176,1239,5986,1281,6989,1287,6732
39.0219285,-122.6876,Tester 1,1580,Urban, 09/27/2012, 13:17:53,AT&T, AT&T, HSPA,In,39.021842,-122.68768,359691045811109, Phone,136.029,610.956,215.409,0,53.289,113.444,86.299,0,10.612,0,1,12.254,2,1,7.408,0,1,15.328,0,1,13.245,0,1,10.719,0,1,20.026,0,5,27.638,0,5,1032,6532,1139,7149,1181,6841,1155,6514
39.0219285,-122.6876,Tester 1,1580,Urban, 09/27/2012, 13:43:14,Sprint, , NA,Out,39.02193,-122.687568, WBBDTest11, Netbook,443,496,455,0,427,583,478,0,19.363,0,1,21.477,0,1,20.261,0,1,20.917,0,1,21.029,0,1,21.948,0,1,22.139,0,5,22.36,0,5,265.5,22.5, timeout, timeout,280.2,95.2,288.7,125.4
39.0219285,-122.6876,Tester 1,1580,Urban, 09/27/2012, 13:17:38,Sprint, , 1xRTT,Out,39.0218389,-122.6876199, A100001BAA3FC9, Phone,378.022,2413.116,1345.102,0,403.687,904.633,624.334,0,16.46,0,1,15.181,0,1,5.87,0,1,8.836,0,1,16.249,2,1,16.204,0,1,17.9,0,5,8.252,0,5,176.6,50.9,213.2,95.2,134.4,50,136.2,91.8
39.0219285,-122.6876,Tester 1,1580,Urban, 09/27/2012, 13:17:31,T-Mobile, , NA,Out,39.021857,-122.68769, WBBDTest11, Netbook,265,828,437,0,186,752,367,0,15.204,0,1,22.215,0,1,9.948,0,1,12.383,0,1,10.012,0,1,11.795,0,1,19.179,0.4,5,10.07,0.4,5,257.7,0,262.9,0,269.3,0,275.2,0
39.0219285,-122.6876,Tester 1,1580,Urban, 09/27/2012, 13:23:39,T-Mobile, T-Mobile, EDGE,Out,39.021842,-122.68768,359605043237836, Phone,245.91,799.805,481.482,0,200.256,2482.696,714.166,0,40.555,0,1,32.251,0,1,54.963,2,1,59.713,2,1,102.756,0,1,51.133,2,1,79.399,0.8,5,27.636,0.4,5,207.9,151.5,209.6,135.7,118.3,0,106.4,0
39.0219285,-122.6876,Tester 1,1580,Urban, 09/27/2012, 13:28:04,Verizon, , NA,In,39.021863,-122.687683, WBBDTest11, Netbook,369,891,650,40,533,533,533,90,20.135,2,1, NA, NA,1,10.458,2,1,19.149,9.8,1,21.051,2,1,21.446,0,1,18.319,0,5,26.545,0,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
39.0219285,-122.6876,Tester 1,1580,Urban, 09/27/2012, 13:18:30,Verizon, Verizon, EHRPD,In,39.021842,-122.68768,99000024385562, Phone,160.111,210.691,177.953,0,78.265,154.697,110.53,0,10.904,0,1,12.992,0,1,18.759,0,1,16.15,0,1,14.143,0,1,13.618,0,1,14.107,0,5,16.314,0,5,1077,145.4,1041,161.3,1020,323,941,454
34.2069075,-117.1058,Tester 9,1581,Urban, 10/11/2012, 12:09:03,AT&T, , NA,In,34.20661514,-117.1057631, WBBDTest9, Netbook,138,180,149,0,64,108,75,0,14.344,0,1,12.235,0,1,8.04,0,1,9.748,0,1,10.523,0,1,11.789,0,1,8.253,0.4,5,9.619,0,5,1966,4939,1870,4013,1681,4429,1800,4770
34.2069075,-117.1058,Tester 9,1581,Urban, 10/11/2012, 12:13:32,AT&T, AT&T, HSPA,In,34.20661514,-117.1057631,359691045707034, Phone,158.431,216.115,190.242,0,83.29,143.263,111.628,0,11.997,0,1,7.864,0,1,7.075,0,1,4.509,0,1,9.566,3.9,1,13.874,0,1,6.056,0,5,5.054,0,5,1207,4371,1214,4349,1193,4413,1218,2928
34.2069075,-117.1058,Tester 9,1581,Urban, 10/11/2012, 12:25:41,Sprint, , NA,In,34.20661514,-117.1057631, WBBDTest9, Netbook,134,222,153,0,78,105,89,0,9.103,0,1,10.645,0,1,10.135,0,1,11.23,0,1,17.2,0,1,12.28,0,1,15.152,0,5,16.067,0.4,5,1121,1925,1010,2029,1084,2152,1055,1984
34.2069075,-117.1058,Tester 9,1581,Urban, 10/11/2012, 12:04:36,Sprint, Sprint, EVDO,In,34.20661514,-117.1057631, A100001BAA3FB1, Phone,150.269,254.181,183.331,0,146.515,201.63,163.992,0,19.706,0,1,16,0,1,19.646,0,1,17.366,0,1,16.173,0,1,17.368,0,1,18.892,0,5,19.703,0.8,5,961,1839,887,1842,879,1424,911,1336
34.2069075,-117.1058,Tester 9,1581,Urban, 10/11/2012, 12:14:43,T-Mobile, , NA,Out,34.20661514,-117.1057631, WBBDTest9, Netbook,2358,2358,2358,90,329,1944,530,0,122.763,0,1,113.905,0,1,108.471,0,1,94.951,0,1,106.926,0,1,80.875,0,1,70.784,0,5, NA, NA,5,61.8,0, connect_error1, connect_error1,49.3,0, timeout, timeout
34.2069075,-117.1058,Tester 9,1581,Urban, 10/11/2012, 12:15:24,T-Mobile, T-Mobile, UMTS,Out,34.20661514,-117.1057631,359605043208167, Phone,339.111,549.041,456.387,0,206.787,699.066,387.255,0,75.958,0,1,102.934,0,1,90.113,0,1,71.956,0,1,111.018,0,1,71.171,0,1,113.213,0,5, NA, NA,5,54,0, connect_error2, connect_error2,84.9,0,74.6,0
34.2069075,-117.1058,Tester 9,1581,Urban, 10/11/2012, 12:03:26,Verizon, , NA,In,34.20661514,-117.1057631, WBBDTest9, Netbook,149,294,198,0,80,500,162,0,12.946,0,1,10.545,0,1,17.571,0,1,20.095,0,1,17.138,0,1,16.937,0,1,14.894,0,5,20.184,0,5,784,647,664,985,741,1580,870,1087
34.2069075,-117.1058,Tester 9,1581,Urban, 10/11/2012, 12:10:17,Verizon, Verizon, EHRPD,In,34.20661514,-117.1057631,99000024385520, Phone,142.95,346.552,206.228,0,74.452,663.88,151.241,0,7.969,0,1,9.132,0,1,9.111,0,1,13.682,0,1,12.246,0,1,16.901,0,1,6.927,0,5,13.986,0,5, timeout, timeout, connect_error1, connect_error1,770,995,890,833
39.09531175,-120.9455,Tester 1,1582,Urban, 10/08/2012, 14:15:53,AT&T, , NA,In,39.095365,-120.945257, WBBDTest11, Netbook,135,183,153,0,64,117,81,0,9.265,0,1,10.975,0,1,23.158,3.9,1,6.442,0,1,10.592,0,1,11.619,2,1,11.929,0,5,14.73,0,5,1225,2079,1247,2184,1272,2315,1274,2132
39.09531175,-120.9455,Tester 1,1582,Urban, 10/08/2012, 13:57:09,AT&T, AT&T, HSPA,In,0,0,359691045811109, Phone,135.266,211.445,170.379,0,61.162,135.449,86.268,0,9.685,0,1,8.303,0,1,12.669,0,1,7.82,0,1,7.047,0,1,9.156,0,1,7.255,0,5,13.04,0,5,1189,1291,1189,3075,1178,2966,1171,2065
39.09531175,-120.9455,Tester 1,1582,Urban, 10/08/2012, 14:11:20,Sprint, , NA,In,39.095407,-120.94524, WBBDTest11, Netbook,151,193,165,0,82,446,128,0,9.927,0,1,10.698,0,1,13.2,0,1,12.014,0,1,10.943,0,1,12.16,0,1,17.215,0,5,16.73,0,5,1003,566,952,509.3,976.1,389.1,1028.8,597
